Cohort,Responder_ID,Clinician_Role,Experience_Band,Case ID,Source_Dataset,GT,Unaided_Dx_Text,PRE_Differential_1,PRE_Differential_2,Unaided_Dx_Score,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Dx_Confidence,Unaided_Mgmt_Confidence,AI_Top1_Prediction,AI_Top1_Confidence,AI_Top2_Prediction,AI_Top2_Confidence,AI_Top3_Prediction,AI_Top3_Confidence,Assisted_Dx_Text,POST_Differential_1,POST_Differential_2,Assisted_Dx_Score,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Dx_Confidence,Assisted_Mgmt_Confidence,Changed_Diagnosis,Changed_Management
CN,56,GP,0-1,187,SNU-134,abscess,sebaceous cyst,,,3,False,False,Inadequate but harmless,3,3,inflamed cyst,0.9243201,abscess,0.062900774,furuncle,0.012779067,inflamed cyst,,,3,False,False,Inadequate but harmless,3,3,1.0,0.0
CN,56,GP,0-1,105,SNU-134,varicella,folliculitis,,,1,False,False,Inadequate and dangerous,3,3,varicella,0.9999975,folliculitis,2.56e-06,eczema herpeticum,6.09e-10,folliculitis,,,1,False,False,Inadequate and dangerous,3,3,0.0,0.0
CN,56,GP,0-1,173,SNU-134,onychomycosis,onychomycosis,,,5,True,False,Adequate,3,3,onychomycosis,0.9956898,paronychia,0.003373449,subungual hematoma,0.000936773,onychomycosis,,,5,True,False,Adequate,3,3,0.0,0.0
CN,56,GP,0-1,175,SNU-134,confluent and reticulated papillomatosis,vitiligo,,,1,False,False,Adequate,3,3,epidermal nevus,0.9647521,becker nevus,0.03199633,congenital nevus,0.002626418,becker nevus,,,1,False,False,Adequate,3,3,1.0,0.0
CN,59,GP,0-1,185,SNU-134,staphylococcal scalded skin syndrome,eczema,,,1,False,False,Adequate,2,3,staphylococcal scalded skin syndrome,0.98926115,herpes simplex,0.005525968,impetigo,0.002866834,staphylococcal scalded skin syndrome,,,5,True,False,Adequate,3,3,1.0,0.0
CN,59,GP,0-1,67,SNU-134,hemangioma,don't know,,,2,False,False,Adequate,1,1,hemangioma,0.57419926,pyogenic granuloma,0.35932472,angiokeratoma,0.06646839,hemangioma,,,5,True,False,Adequate,2,3,1.0,0.0
CN,21,GP,0-1,180,SNU-134,basal cell carcinoma,melanoma,,,1,False,False,Adequate,3,3,basal cell carcinoma,0.99871564,malignant melanoma,0.001284308,blue nevus,6.4e-08,basal cell carcinoma,,,5,True,False,Perfect,3,3,0.0,0.0
CN,59,GP,0-1,172,SNU-134,multiple sebaceous cysts,lipoma,,,2,False,False,Adequate,2,3,multiple sebaceous cysts,1.0,epidermal cyst,2.79e-10,sebaceous hyperplasia,3.17e-13,multiple sebaceous cysts,,,5,True,False,Adequate,2,3,1.0,1.0
CN,59,GP,0-1,137,SKINTONE,lichen planus,don't know,,,2,False,False,Adequate,1,1,lichen planus,1.0,verruca plana,3.1e-12,granuloma annulare,1.48e-14,lichen planus,,,5,True,False,Adequate,2,3,1.0,0.0
CN,59,GP,0-1,153,SNU-134,lupus erythematosus,eczema,,,2,False,False,Adequate,1,3,insect bite,0.75048333,herpes zoster,0.24364626,erythema multiforme,0.005382847,insect bite,,,1,False,False,Adequate,2,3,1.0,0.0
CN,59,GP,0-1,40,SNU-134,tinea corporis,dermatitis,,,2,False,False,Adequate,1,3,tinea corporis,0.9999995,pityriasis rosea,2.79e-07,herpes zoster,1.98e-07,tinea corporis,,,5,True,False,Adequate,2,3,1.0,0.0
CN,59,GP,0-1,17,SNU-134,tinea faciale,seborrheic dermatitis,,,2,False,False,Adequate,1,3,tinea faciale,1.0,tinea corporis,5.55e-10,seborrheic dermatitis,7.06e-14,tinea faciale,,,5,True,False,Adequate,2,3,1.0,0.0
CN,59,GP,0-1,33,SNU-134,congenital nevus,melanoma,,,1,False,False,Adequate,2,3,congenital nevus,0.9523771,lentigo simplex,0.044543274,becker nevus,0.002847556,congenital nevus,,,5,True,False,Perfect,2,3,1.0,1.0
CN,59,GP,0-1,174,SNU-134,drug eruption,drug eruption,,,5,True,False,Adequate,1,3,acute generalized exanthematous pustulosis,0.99992967,drug eruption,7.03e-05,pustular psoriasis,1.18e-12,acute generalized exanthematous pustulosis,,,3,False,False,Adequate,2,3,1.0,0.0
CN,29,GP,0-1,113,SKINTONE,pityriasis rosea,don't know,,,2,False,False,Adequate,3,3,pityriasis rosea,1.0,drug eruption,1.86e-10,seborrheic dermatitis,3.94e-13,pityriasis rosea,,,5,True,False,Adequate,3,3,0.0,0.0
CN,59,GP,0-1,155,SNU-134,palmoplantar pustulosis,don't know,,,1,False,False,Adequate,1,3,palmoplantar pustulosis,0.9999777,hand eczema,2.14e-05,pustular psoriasis,8.06e-07,palmoplantar pustulosis,,,5,True,False,Adequate,1,3,1.0,0.0
CN,24,GP,6-10,49,SNU-134,herpes zoster,don't know,,,2,False,False,Adequate,3,3,prurigo pigmentosa,0.987508,herpes zoster,0.012430891,pyoderma gangrenosum,5.94e-05,prurigo pigmentosa,,,2,False,False,Adequate,3,3,0.0,0.0
CN,59,GP,0-1,4,SNU-134,confluent and reticulated papillomatosis,tinea,,,2,False,False,Adequate,1,3,tinea versicolor,0.99974436,confluent and reticulated papillomatosis,0.000237818,becker nevus,1.78e-05,tinea versicolor,,,2,False,False,Adequate,1,3,1.0,0.0
CN,59,GP,0-1,164,SNU-134,psoriasis,psoriasis,,,5,True,False,Adequate,1,3,psoriasis,1.0,pustular psoriasis,1.34e-08,lichen planus,2.94e-14,psoriasis,,,5,True,False,Perfect,3,3,0.0,0.0
CN,60,GP,0-1,61,SKINTONE,atopic dermatitis,vasculitis,,,1,False,False,Adequate,2,2,nummular eczema,0.9999999,dry eczema,6.62e-08,hand eczema,3.08e-11,eczema,,,4,False,True,Adequate,4,4,1.0,1.0
CN,60,GP,0-1,109,SNU-134,subungual hematoma,onychomycosis,,,2,False,False,Adequate,3,3,subungual hematoma,1.0,onychomycosis,3.86e-15,blue nevus,8.02e-17,subungual hematoma,,,5,True,False,Adequate,3,3,1.0,1.0
CN,60,GP,0-1,190,SKINTONE,pityriasis rosea,allergic rash,,,2,False,False,Adequate,3,3,psoriasis,0.99939203,pityriasis rosea,0.000570294,pustular psoriasis,3.76e-05,psoriasis,,,2,False,False,Adequate,3,3,1.0,1.0
CN,60,GP,0-1,95,SNU-134,lichen amyloidosis,dermatitis,,,3,False,False,Adequate,2,2,folliculitis,0.73357,confluent and reticulated papillomatosis,0.26156244,lichen amyloidosis,0.002729649,dermatitis,,,3,False,False,Adequate,2,2,0.0,1.0
CN,60,GP,0-1,18,SNU-134,pustular psoriasis,eczematous pustule,,,3,False,False,Adequate,2,2,palmoplantar pustulosis,1.0,pustular psoriasis,1.16e-10,tinea pedis,4.15e-14,eczematous pustule,,,3,False,False,Adequate,4,4,0.0,0.0
CN,60,GP,0-1,169,SNU-134,neurofibromatosis,folliculitis,,,1,False,False,Adequate,2,2,urticaria pigmentosa,0.98613065,neurofibromatosis,0.013214158,neurofibroma,0.000496605,urticaria,,,1,False,False,Adequate,3,3,1.0,0.0
CN,60,GP,0-1,155,SNU-134,palmoplantar pustulosis,eczema,,,3,False,False,Adequate,2,2,palmoplantar pustulosis,0.9999777,hand eczema,2.14e-05,pustular psoriasis,8.06e-07,palmoplantar pustulosis,,,5,True,False,Perfect,3,3,1.0,1.0
CN,60,GP,0-1,34,SNU-134,urticaria,urticaria,,,5,True,False,Perfect,3,3,urticaria,1.0,urticaria pigmentosa,1.29e-12,erythema annulare centrifugum,4.61e-13,urticaria,,,5,True,False,Perfect,4,4,0.0,0.0
CN,60,GP,0-1,182,PASSION,tinea corporis,tinea capitis,,,3,False,False,Adequate,3,3,alopecia areata,0.8391155,tinea versicolor,0.160148,becker nevus,0.000464102,alopecia areata,,,1,False,False,Adequate,3,3,1.0,1.0
CN,60,GP,0-1,156,SNU-134,angiokeratoma,skin cancer,,,1,False,False,Adequate,2,2,angiokeratoma,0.8933094,lymphangioma,0.1066906,hemangioma,3.45e-12,angiokeratoma,,,5,True,False,Perfect,3,3,1.0,0.0
CN,60,GP,0-1,21,SNU-134,furuncle,folliculitis,,,3,False,False,Adequate,2,2,inflamed cyst,0.94845927,folliculitis,0.03564429,furuncle,0.015817055,inflamed cyst,,,3,False,False,Adequate,3,3,1.0,0.0
CN,60,GP,0-1,55,SNU-134,eczema herpeticum,pemphigus,,,2,False,False,Adequate,2,2,eczema herpeticum,0.9719661,herpes zoster,0.027572557,herpes simplex,0.000261995,eczema herpeticum,,,5,True,False,Perfect,3,3,1.0,0.0
CN,18,GP,0-1,176,SNU-134,contact dermatitis,insect bite,,,2,False,False,Perfect,5,5,contact dermatitis,1.0,herpes zoster,1.02e-11,eczema herpeticum,1.25e-12,insect bite,,,2,False,False,Perfect,5,5,False,False
CN,35,GP,0-1,184,SNU-134,folliculitis,folliculitis,,,5,True,False,Perfect,3,3,folliculitis,0.99744654,acne,0.002550906,staphylococcal scalded skin syndrome,2.4e-06,folliculitis,,,5,True,False,Perfect,5,3,False,False
CN,35,GP,0-1,35,SNU-134,paronychia,paronychia,,,5,True,False,Perfect,4,3,paronychia,1.0,furuncle,6.42e-11,subungual hematoma,9.55e-12,paronychia,,,5,True,False,Perfect,4,3,False,False
CN,56,GP,0-1,73,SNU-134,sebaceous hyperplasia,insect bite dermatitis,,,2,False,False,Inadequate but harmless,2,3,sebaceous hyperplasia,0.99986434,seborrheic keratosis,0.000135521,epidermal nevus,4.99e-08,epidermal nevus,,,2,False,False,Inadequate but harmless,2,3,True,True
CN,56,GP,0-1,28,SNU-134,insect bite,don't know,,,1,False,False,Adequate,1,3,insect bite,1.0,contact dermatitis,3.36e-10,vasculitis,1.13e-10,insect bite dermatitis,,,5,True,False,Perfect,3,3,True,True
CN,56,GP,0-1,27,SNU-134,hand eczema,contact dermatitis,,,4,False,True,Perfect,3,4,granuloma annulare,0.9999368,lupus erythematosus,5.31e-05,hand eczema,1.01e-05,hand eczema,,,5,True,False,Perfect,5,5,True,True
CN,56,GP,0-1,36,SNU-134,tinea cruris,lupus erythematosus,,,1,False,False,Inadequate but harmless,3,3,erythema annulare centrifugum,0.9896498,granuloma annulare,0.008298719,tinea corporis,0.001851694,tinea corporis,,,4,False,True,Inadequate but harmless,3,3,True,True
CN,56,GP,0-1,103,SNU-134,tinea faciale,insect bite dermatitis,,,2,False,False,Perfect,3,3,tinea faciale,0.99997723,tinea corporis,2.28e-05,seborrheic dermatitis,5.01e-14,tinea faciale,,,5,True,False,Adequate,3,3,True,True
CN,59,GP,0-1,180,SNU-134,basal cell carcinoma,melanoma,,,3,False,False,Adequate,2,3,basal cell carcinoma,0.99871564,malignant melanoma,0.001284308,blue nevus,6.4e-08,basal cell carcinoma,,,5,True,False,Adequate,3,3,True,False
CN,59,GP,0-1,113,SKINTONE,pityriasis rosea,don't know,,,1,False,False,Adequate,1,3,pityriasis rosea,1.0,drug eruption,1.86e-10,seborrheic dermatitis,3.94e-13,pityriasis rosea,,,5,True,False,Adequate,2,3,True,False
CN,59,GP,0-1,49,SNU-134,herpes zoster,don't know,,,1,False,False,Adequate,1,3,prurigo pigmentosa,0.987508,herpes zoster,0.012430891,pyoderma gangrenosum,5.94e-05,prurigo pigmentosa,,,2,False,False,Adequate,1,3,True,False
CN,60,GP,0-1,168,SNU-134,becker nevus,lichenoid changes,,,2,False,False,Inadequate but harmless,3,3,becker nevus,0.99941146,lentigo simplex,0.000588409,lichen simplex chronicus,6.41e-08,becker nevus,,,5,True,False,Inadequate but harmless,3,3,True,False
CN,60,GP,0-1,72,SNU-134,impetigo,pustulosis,,,3,False,False,Inadequate but harmless,2,2,pyoderma gangrenosum,0.99329466,nummular eczema,0.006692767,pustular psoriasis,8.88e-06,pustulosis,,,3,False,False,Inadequate but harmless,4,4,False,False
CN,60,GP,0-1,27,SNU-134,hand eczema,cellulitis,,,1,False,False,Perfect,2,2,granuloma annulare,0.9999368,lupus erythematosus,5.31e-05,hand eczema,1.01e-05,granuloma annulare,,,2,False,False,Inadequate but harmless,3,3,True,True
CN,28,GP,0-1,77,SNU-134,cellulitis,scabies,folliculitis,,1,False,False,Inadequate and dangerous,3,5,cellulitis,0.9998921,pyoderma gangrenosum,7.25e-05,inflamed cyst,3.22e-05,scabies,folliculitis,,1,False,False,Inadequate and dangerous,3,5,False,False
CN,28,GP,0-1,12,SNU-134,basal cell carcinoma,nevus,tumor,,1,False,False,Inadequate and dangerous,3,5,basal cell carcinoma,0.99990976,blue nevus,9.03e-05,malignant melanoma,4.41e-11,nevus,tumor,,1,False,False,Inadequate and dangerous,3,5,False,False
CN,28,GP,0-1,111,SNU-134,pyoderma gangrenosum,pressure ulcer,skin ulcer,,2,False,False,Adequate,3,5,pyoderma gangrenosum,1.0,pyogenic granuloma,2.44e-14,vasculitis,1.01e-15,pressure ulcer,skin ulcer,,2,False,True,Adequate,3,5,True,False
CN,28,GP,0-1,153,SNU-134,lupus erythematosus,allergic dermatitis,urticaria,,2,False,False,Adequate,3,5,insect bite,0.75048333,herpes zoster,0.24364626,erythema multiforme,0.005382847,allergic dermatitis,urticaria,,2,False,False,Adequate,3,5,False,False
CN,28,GP,0-1,45,SNU-134,impetigo,impetigo,,,5,True,False,Inadequate but harmless,3,5,impetigo,0.9998111,eczema herpeticum,0.000185225,herpes simplex,3.73e-06,impetigo,,,5,True,False,Inadequate but harmless,3,5,False,False
CN,28,GP,0-1,120,SNU-134,verruca plana,wart,cyst,,4,False,True,Adequate,3,3,sebaceous hyperplasia,0.9019066,verruca plana,0.0980778,wart,1.55e-05,wart,cyst,,4,False,True,Adequate,3,3,False,False
CN,28,GP,0-1,172,SNU-134,multiple sebaceous cysts,urticaria,,,1,False,False,Inadequate but harmless,3,3,multiple sebaceous cysts,1.0,epidermal cyst,2.79e-10,sebaceous hyperplasia,3.17e-13,epidermal cyst,,,4,False,True,Adequate,3,3,True,False
CN,28,GP,0-1,92,SNU-134,tinea corporis,contact dermatitis,,,2,False,False,Adequate,3,3,tinea corporis,1.0,tinea faciale,2.54e-10,tinea cruris,2.39e-10,tinea corporis,,,5,True,False,Inadequate but harmless,3,3,True,False
CN,28,GP,0-1,105,SNU-134,varicella,dermatitis,,,2,False,False,Adequate,3,3,varicella,0.9999975,folliculitis,2.56e-06,eczema herpeticum,6.09e-10,dermatitis,,,2,False,False,Adequate,3,3,False,False
CN,28,GP,0-1,16,PASSION,scabies,tinea cruris,,,2,False,False,Adequate,3,3,scabies,0.99997234,folliculitis,2.75e-05,tinea cruris,1.26e-07,tinea cruris,,,2,False,False,Adequate,3,3,False,False
CN,28,GP,0-1,55,SNU-134,eczema herpeticum,herpes,,,3,False,False,Perfect,3,3,eczema herpeticum,0.9719661,herpes zoster,0.027572557,herpes simplex,0.000261995,herpes,,,3,False,False,Perfect,3,3,False,False
CN,28,GP,0-1,167,SNU-134,granuloma annulare,hemangioma,tinea corporis,,2,False,False,Adequate,3,3,granuloma annulare,1.0,erythema annulare centrifugum,1.16e-10,tinea corporis,8.18e-15,hemangioma,tinea corporis,,2,False,False,Adequate,3,3,False,False
CN,28,GP,0-1,164,SNU-134,psoriasis,tinea corporis,,,2,False,False,Adequate,3,3,psoriasis,1.0,pustular psoriasis,1.34e-08,lichen planus,2.94e-14,tinea corporis,,,2,False,False,Adequate,3,3,False,False
CN,28,GP,0-1,165,SNU-134,seborrheic keratosis,melanoma,wart,,1,False,False,Inadequate but harmless,3,3,seborrheic keratosis,1.0,seborrheic dermatitis,9.45e-13,angiokeratoma,1.79e-14,melanoma,wart,,1,False,False,Inadequate but harmless,3,3,False,False
CN,28,GP,0-1,37,SNU-134,skin tag,granuloma,sarcoma,,2,False,False,Adequate,3,3,skin tag,0.88109386,lentigo simplex,0.11557435,epidermal nevus,0.002985192,granuloma,sarcoma,,2,False,False,Adequate,3,3,False,False
CN,30,GP,0-1,29,SNU-134,herpes zoster,herpes zoster,,,5,True,False,Perfect,3,3,herpes zoster,1.0,herpes simplex,1.25e-09,eczema herpeticum,1.78e-11,herpes zoster,,,5,True,False,Perfect,3,3,False,False
CN,30,GP,0-1,126,SNU-134,tinea cruris,tinea,,,4,False,True,Inadequate but harmless,3,3,tinea cruris,1.0,tinea corporis,1.4e-10,tinea pedis,1.41e-16,tinea,,,4,False,True,Inadequate but harmless,3,3,False,False
CN,30,GP,0-1,190,SKINTONE,pityriasis rosea,tinea,,,2,False,False,Inadequate but harmless,3,3,psoriasis,0.99939203,pityriasis rosea,0.000570294,pustular psoriasis,3.76e-05,tinea,,,2,False,False,Inadequate but harmless,3,3,False,False
CN,30,GP,0-1,131,SNU-134,squamous cell carcinoma,carbuncle,,,1,False,False,Inadequate and dangerous,3,3,squamous cell carcinoma,0.9999981,keratoacanthoma,1.93e-06,basal cell carcinoma,7.91e-12,carbuncle,,,1,False,False,Inadequate and dangerous,3,3,False,False
CN,30,GP,0-1,120,SNU-134,verruca plana,wart,,,4,False,True,Adequate,3,3,sebaceous hyperplasia,0.9019066,verruca plana,0.0980778,wart,1.55e-05,wart,,,4,False,True,Adequate,3,3,False,False
CN,30,GP,0-1,87,SKINTONE,atopic dermatitis,eczema,,,4,False,True,Inadequate but harmless,3,3,atopic dermatitis,0.99701905,eczema herpeticum,0.002981033,contact dermatitis,3.12e-08,eczema,,,4,False,True,Inadequate but harmless,3,3,False,False
CN,30,GP,0-1,14,SNU-134,herpes simplex,herpes,,,4,False,True,Adequate,3,3,folliculitis,0.8901158,herpes simplex,0.106309175,impetigo,0.003417303,herpes,,,4,False,True,Adequate,3,3,False,False
CN,30,GP,0-1,171,SNU-134,tinea pedis,tinea,,,4,False,True,Inadequate but harmless,3,3,tinea pedis,0.99999905,pompholyx,9.13e-07,palmoplantar pustulosis,2.32e-08,tinea,,,4,False,True,Inadequate but harmless,3,3,False,False
CN,30,GP,0-1,51,SNU-134,malignant melanoma,melanoma,,,5,True,False,Perfect,3,3,malignant melanoma,1.0,tinea pedis,1.68e-11,melanocytic nevus,1.34e-13,melanoma,,,5,True,False,Perfect,3,3,False,False
CN,30,GP,0-1,134,SNU-134,lichen amyloidosis,herpes,,,1,False,False,Inadequate but harmless,3,3,lichen amyloidosis,0.99998736,amyloidosis,1.26e-05,lichen simplex chronicus,2.51e-11,herpes,,,1,False,False,Inadequate but harmless,3,3,False,False
CN,30,GP,0-1,67,SNU-134,hemangioma,don't know,,,1,False,False,Inadequate but harmless,3,3,hemangioma,0.57419926,pyogenic granuloma,0.35932472,angiokeratoma,0.06646839,don't know,,,1,False,False,Inadequate but harmless,3,3,False,False
CN,30,GP,0-1,77,SNU-134,cellulitis,furuncle,,,3,False,False,Adequate,3,3,cellulitis,0.9998921,pyoderma gangrenosum,7.25e-05,inflamed cyst,3.22e-05,furuncle,,,3,False,False,Adequate,3,3,False,False
CN,30,GP,0-1,42,SNU-134,acne,eczema,,,1,False,False,Inadequate but harmless,3,3,folliculitis,0.9992066,acne,0.000779355,varicella,1.34e-05,eczema,,,1,False,False,Inadequate but harmless,3,3,False,False
CN,30,GP,0-1,103,SNU-134,tinea faciale,tinea,,,4,False,True,Inadequate but harmless,3,3,tinea faciale,0.99997723,tinea corporis,2.28e-05,seborrheic dermatitis,5.01e-14,tinea,,,4,False,True,Inadequate but harmless,1,3,False,False
CN,30,GP,0-1,24,SNU-134,wart,psoriasis,,,2,False,False,Inadequate but harmless,3,3,bowen disease,0.86689454,verruca plana,0.13294259,epidermal nevus,0.000150871,psoriasis,,,2,False,False,Adequate,3,3,False,False
CN,103,GP,0-1,59,SNU-134,带状疱疹,closed comedones,,,1,False,False,Inadequate and dangerous,4,4.0,水痘,0.99999964,多形红斑,3.059022e-07,带状疱疹,2.7191263e-11,chickenpox,,,1,False,False,Inadequate and dangerous,5,5.0,True,False
CN,103,GP,0-1,122,SKINTONE,特应性皮炎,amyloidosis,ichthyosis,,1,False,False,Inadequate and dangerous,4,4.0,特应性皮炎,0.9998029,干性湿疹,0.00019716943,剥脱性皮炎,9.2885155e-10,atopic dermatitis,dry eczema,,5,True,False,Adequate,4,4.0,True,True
CN,103,GP,0-1,60,SKINTONE,玫瑰糠疹,allergic dermatitis,,,1,False,False,Inadequate and dangerous,5,5.0,玫瑰糠疹,1.0,药疹,1.1761791e-12,水痘,2.2447772e-13,pityriasis rosea,,,5,True,False,Perfect,5,5.0,True,True
CN,103,GP,0-1,98,SNU-134,足癣,skin keratosis,,,1,False,False,Inadequate and dangerous,5,5.0,足癣,0.99978346,掌跖脓疱病,0.00021654404,面癣,4.604986e-13,skin keratosis,,,1,False,False,Inadequate and dangerous,5,5.0,False,False
CN,103,GP,0-1,132,SNU-134,单纯疱疹,oral herpes,,,5,True,False,Perfect,5,5.0,单纯疱疹,0.9999695,脓疱疮,2.753561e-05,带状疱疹,2.9943585e-06,oral herpes,,,5,True,False,Perfect,5,5.0,False,False
CN,103,GP,0-1,85,SNU-134,甲癣,onychomycosis,,,3,True,False,Inadequate but harmless,5,5.0,甲癣,1.0,足癣,9.23745e-09,甲沟炎,2.8780153e-10,onychomycosis (tinea unguium),,,4,True,False,Inadequate but harmless,5,5.0,True,False
CN,103,GP,0-1,198,SNU-134,疖,folliculitis,,,3,True,False,Inadequate but harmless,5,5.0,痤疮,0.8477091,毛囊炎,0.15198587,蜂窝织炎,0.0003027153,folliculitis,,,3,True,False,Inadequate but harmless,5,5.0,False,False
CN,103,GP,0-1,128,SNU-134,黑色素细胞痣,melanoma,,,1,False,False,Adequate,3,3.0,黑色素细胞痣,0.99988794,斑点状雀斑样痣,9.6100885e-05,脂溢性角化,6.3385405e-06,lentigo maligna,,,2,False,False,Adequate,5,5.0,True,False
CN,103,GP,0-1,167,SNU-134,环状肉芽肿,tinea,,,1,False,False,Inadequate and dangerous,5,5.0,环状肉芽肿,1.0,离心性环状红斑,1.1628234e-10,体癣,8.1766005e-15,tinea corporis,erythema annulare,,1,False,False,Adequate,5,5.0,True,True
CN,103,GP,0-1,131,SNU-134,鳞状细胞癌,skin ulcer,,,1,False,False,Adequate,4,4.0,鳞状细胞癌,0.9999981,角化棘皮瘤,1.9333584e-06,基底细胞癌,7.913097e-12,keratoacanthoma,,,3,True,False,Adequate,5,5.0,True,True
CN,103,GP,0-1,35,SNU-134,甲沟炎,Paronychia,,,5,True,False,Perfect,5,5.0,甲沟炎,1.0,疖,6.42172e-11,甲下血肿,9.545035e-12,Paronychia,,,5,True,False,Perfect,5,5.0,False,False
CN,103,GP,0-1,144,SNU-134,钱币状湿疹,Dermatitis,,,4,False,True,Adequate,3,3.0,钱币状湿疹,0.99987566,鲍温病,6.604829e-05,慢性单纯性苔藓,5.8287416e-05,Nummular eczema,,,5,True,False,Adequate,4,4.0,True,False
CN,103,GP,0-1,111,SNU-134,坏疽性脓皮病,Skin ulcer,,,2,False,True,Adequate,4,4.0,坏疽性脓皮病,1.0,化脓性肉芽肿,2.4410817e-14,血管炎,1.0075548e-15,Vasculitis,Pyogenic granuloma,,3,False,False,Adequate,4,4.0,True,False
CN,103,GP,0-1,151,SNU-134,剥脱性皮炎,Exfoliative dermatitis,Erythroderma,,5,True,False,Adequate,4,4.0,脓疱型银屑病,0.9908742,急性泛发性发疹性脓疱病,0.009125635,剥脱性皮炎,2.7598546e-07,Pustular psoriasis,,,1,False,False,Inadequate and dangerous,5,5.0,True,False
CN,106,GP,0-1,53,SNU-134,恶性黑色素瘤,Mole,,,1,False,False,Adequate,4,4.0,甲下血肿,0.9294649,恶性黑色素瘤,0.0694675,蓝痣,0.00072495843,Malignant melanoma,,,5,True,False,Adequate,5,5.0,True,False
CN,106,GP,0-1,93,SNU-134,鲍温病,Skin ulcer,,,1,False,False,Adequate,4,4.0,钱币状湿疹,0.7431656,鲍温病,0.25683117,坏疽性脓皮病,2.3688965e-06,Skin ulcer,,,1,False,False,Adequate,4,4.0,False,False
CN,106,GP,0-1,97,SNU-134,水痘,Chickenpox?,,,4,True,True,Perfect,3,3.0,水痘,0.9585215,虫咬皮炎,0.04081877,玫瑰糠疹,0.00049802347,Chickenpox,,,5,True,False,Perfect,4,4.0,True,False
CN,106,GP,0-1,28,SNU-134,虫咬皮炎,Allergic dermatitis,,,4,True,True,Perfect,3,3.0,虫咬皮炎,1.0,接触性皮炎,3.3647407e-10,血管炎,1.1270471e-10,Allergic dermatitis,,,4,True,True,Perfect,4,4.0,False,False
CN,103,GP,0-1,74,SNU-134,慢性单纯性苔藓,Wart,,,1,False,False,Adequate,3,3.0,淀粉样变性苔藓,0.9985241,慢性单纯性苔藓,0.00070912624,融合性网状乳头瘤病,0.0005028458,Amyloidosis,Papilloma,,1,False,False,Inadequate and dangerous,4,4.0,True,False
CN,106,GP,0-1,86,SNU-134,血管炎,Pityriasis rosea?,,,1,False,False,Inadequate and dangerous,3,3.0,血管炎,1.0,药疹,2.3859587e-10,色素性荨麻疹,2.9738465e-13,Drug rash,,,1,False,False,Adequate,4,4.0,True,True
CN,106,GP,0-1,67,SNU-134,血管瘤,rash,,,1,False,False,Adequate,2,2.0,血管瘤,0.57419926,化脓性肉芽肿,0.35932472,血管角化瘤,0.06646839,pyogenic granuloma,,,3,True,False,Adequate,4,4.0,True,False
CN,106,GP,0-1,48,SKINTONE,扁平苔藓,rash pending investigation,,,2,False,False,Adequate,2,2.0,扁平苔藓,1.0,玫瑰糠疹,6.691586e-10,银屑病,3.442477e-14,lichen planus,,,5,True,False,Adequate,4,4.0,True,False
CN,106,GP,0-1,57,SNU-134,急性泛发性发疹性脓疱病,rash,,,2,False,True,Adequate,2,2.0,急性泛发性发疹性脓疱病,0.8740772,脓疱型银屑病,0.12592277,掌跖脓疱病,1.6757559e-10,acute generalized exanthematous pustulosis,,,5,True,False,Adequate,4,4.0,True,True
CN,106,GP,0-1,34,SNU-134,荨麻疹,vitiligo,,,1,False,False,Inadequate and dangerous,4,,荨麻疹,1.0,色素性荨麻疹,1.2917799e-12,离心性环状红斑,4.6059836e-13,urticaria,,,5,True,False,Perfect,4,4.0,True,True
CN,106,GP,0-1,177,SNU-134,炎性囊肿,cellulitis,,,1,False,False,Inadequate and dangerous,3,3.0,炎性囊肿,0.99975306,疖,0.00019109363,表皮样囊肿,5.4749245e-05,inflammatory cyst,,,5,True,False,Perfect,4,4.0,True,False
CN,106,GP,0-1,110,SNU-134,淋巴管瘤,eczema,,,1,False,False,Inadequate and dangerous,3,3.0,钱币状湿疹,0.9997652,鲍温病,0.00016864159,斑点状雀斑样痣,4.985036e-05,eczema,,,1,False,False,Inadequate and dangerous,4,4.0,False,False
CN,106,GP,0-1,72,SNU-134,脓疱疮,necrotizing dermatitis,,,1,False,False,Adequate,4,4.0,坏疽性脓皮病,0.99329466,钱币状湿疹,0.006692767,脓疱型银屑病,8.879832e-06,necrotizing fasciitis,,,1,False,False,Inadequate and dangerous,5,5.0,True,False
CN,106,GP,0-1,50,SNU-134,黑色素细胞痣,wart,,,1,False,False,Adequate,3,3.0,斑点状雀斑样痣,0.99965405,皮赘,0.00018519597,蓝痣,0.00011589268,wart,,,1,False,False,Adequate,3,3.0,False,False
CN,106,GP,0-1,12,SNU-134,基底细胞癌,melanoma?,,,1,False,False,Adequate,2,2.0,基底细胞癌,0.99990976,蓝痣,9.0280395e-05,恶性黑色素瘤,4.413181e-11,basal cell carcinoma,,,5,True,False,Adequate,4,4.0,True,False
CN,106,GP,0-1,33,SNU-134,先天性痣,melanoma,,,1,True,False,Adequate,4,4.0,先天性痣,0.9523771,斑点状雀斑样痣,0.044543274,贝克痣,0.002847556,melanoma,,,1,True,False,Adequate,4,4.0,False,False
